4,2025-11-06,09:58:00.323409700
4,2025-11-06,10:15:00.835283200
4,2025-11-06,17:57:00.838849500
3,2025-11-11,20:27:00.832853400
3,2025-11-11,20:43:00.901237900
3,2025-11-18,17:27:00.531928900
3,2025-11-18,17:28:00.281469900
3,2025-11-18,17:29:00.905703600
4,2025-11-18,17:33:00.7803634003,2025-11-18,17:34:00.7041988003,2025-11-18,17:35:00.5795545003,2025-11-18,17:45:00.0408759003,2025-11-18,17:47:00.232427600
